,PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin
120,1012,2,4,1,12.0,0,0,15.75,0
121,1013,3,3,0,28.0,1,0,7.75,0
122,1014,1,2,1,35.0,1,0,57.75,1
123,1015,3,3,0,28.0,0,0,7.25,0
124,1016,3,3,0,28.0,0,0,7.75,0
125,1017,3,4,1,17.0,0,1,16.1,0
126,1018,3,3,0,22.0,0,0,7.7958,0
127,1019,3,4,1,28.0,2,0,23.25,0
128,1020,2,3,0,42.0,0,0,13.0,0
129,1021,3,3,0,24.0,0,0,8.05,0
130,1022,3,3,0,32.0,0,0,8.05,0
131,1023,1,0,0,53.0,0,0,28.5,1
132,1024,3,2,1,28.0,0,4,25.4667,0
133,1025,3,3,0,28.0,1,0,6.4375,0
134,1026,3,3,0,43.0,0,0,7.8958,0
135,1027,3,3,0,24.0,0,0,7.8542,0
136,1028,3,3,0,26.5,0,0,7.225,0
137,1029,2,3,0,26.0,0,0,13.0,0
138,1030,3,4,1,23.0,0,0,8.05,0
139,1031,3,3,0,40.0,1,6,46.9,0
140,1032,3,4,1,10.0,5,2,46.9,0
141,1033,1,4,1,33.0,0,0,151.55,0
142,1034,1,3,0,61.0,1,3,262.375,2
143,1035,2,3,0,28.0,0,0,26.0,0
144,1036,1,3,0,42.0,0,0,26.55,0
145,1037,3,3,0,31.0,3,0,18.0,0
146,1038,1,3,0,28.0,0,0,51.8625,4
147,1039,3,3,0,22.0,0,0,8.05,0
148,1040,1,3,0,28.0,0,0,26.55,0
149,1041,2,0,0,30.0,1,1,26.0,0
150,1042,1,2,1,23.0,0,1,83.1583,1
151,1043,3,3,0,28.0,0,0,7.8958,0
152,1044,3,3,0,60.5,0,0,14.4542,0
153,1045,3,2,1,36.0,0,2,12.1833,0
154,1046,3,0,0,13.0,4,2,31.3875,0
155,1047,3,3,0,24.0,0,0,7.55,0
156,1048,1,4,1,29.0,0,0,221.7792,1
157,1049,3,4,1,23.0,0,0,7.8542,0
158,1050,1,3,0,42.0,0,0,26.55,3
159,1051,3,2,1,26.0,0,2,13.775,0
160,1052,3,4,1,28.0,0,0,7.7333,0
161,1053,3,0,0,7.0,1,1,15.2458,0
162,1054,2,4,1,26.0,0,0,13.5,0
163,1055,3,3,0,28.0,0,0,7.0,0
164,1056,2,0,0,41.0,0,0,13.0,0
165,1057,3,2,1,26.0,1,1,22.025,0
166,1058,1,3,0,48.0,0,0,50.4958,2
167,1059,3,3,0,18.0,2,2,34.375,0
168,1060,1,2,1,28.0,0,0,27.7208,0
169,1061,3,4,1,22.0,0,0,8.9625,0
170,1062,3,3,0,28.0,0,0,7.55,0
171,1063,3,3,0,27.0,0,0,7.225,0
172,1064,3,3,0,23.0,1,0,13.9,0
173,1065,3,3,0,28.0,0,0,7.2292,0
174,1066,3,3,0,40.0,1,5,31.3875,0
175,1067,2,4,1,15.0,0,2,39.0,0
176,1068,2,4,1,20.0,0,0,36.75,0
177,1069,1,3,0,54.0,1,0,55.4417,1
178,1070,2,2,1,36.0,0,3,39.0,6
179,1071,1,2,1,64.0,0,2,83.1583,4
180,1072,2,3,0,30.0,0,0,13.0,0
181,1073,1,3,0,37.0,1,1,83.1583,4
182,1074,1,2,1,18.0,1,0,53.1,3
183,1075,3,3,0,28.0,0,0,7.75,0
184,1076,1,2,1,27.0,1,1,247.5208,2
185,1077,2,3,0,40.0,0,0,16.0,0
186,1078,2,4,1,21.0,0,1,21.0,0
187,1079,3,3,0,17.0,2,0,8.05,0
188,1080,3,4,1,28.0,8,2,69.55,0
189,1081,2,3,0,40.0,0,0,13.0,0
190,1082,2,3,0,34.0,1,0,26.0,0
191,1083,1,3,0,28.0,0,0,26.0,0
192,1084,3,0,0,11.5,1,1,14.5,0
193,1085,2,3,0,61.0,0,0,12.35,0
194,1086,2,0,0,8.0,0,2,32.5,0
195,1087,3,3,0,33.0,0,0,7.8542,0
196,1088,1,0,0,6.0,0,2,134.5,4
197,1089,3,4,1,18.0,0,0,7.775,0
198,1090,2,3,0,23.0,0,0,10.5,0
199,1091,3,2,1,28.0,0,0,8.1125,0
200,1092,3,4,1,28.0,0,0,15.5,0
201,1093,3,0,0,0.33,0,2,14.4,0
202,1094,1,0,0,47.0,1,0,227.525,1
203,1095,2,4,1,8.0,1,1,26.0,0
204,1096,2,3,0,25.0,0,0,10.5,0
205,1097,1,3,0,28.0,0,0,25.7417,0
206,1098,3,4,1,35.0,0,0,7.75,0
207,1099,2,3,0,24.0,0,0,10.5,0
208,1100,1,4,1,33.0,0,0,27.7208,5
209,1101,3,3,0,25.0,0,0,7.8958,0
210,1102,3,3,0,32.0,0,0,22.525,0
211,1103,3,3,0,28.0,0,0,7.05,0
212,1104,2,3,0,17.0,0,0,73.5,0
213,1105,2,2,1,60.0,1,0,26.0,0
214,1106,3,4,1,38.0,4,2,7.775,0
215,1107,1,3,0,42.0,0,0,42.5,2
216,1108,3,4,1,28.0,0,0,7.8792,0
217,1109,1,3,0,57.0,1,1,164.8667,0
218,1110,1,2,1,50.0,1,1,211.5,1
219,1111,3,3,0,28.0,0,0,8.05,0
220,1112,2,4,1,30.0,1,0,13.8583,0
221,1113,3,3,0,21.0,0,0,8.05,0
222,1114,2,2,1,22.0,0,0,10.5,6
223,1115,3,3,0,21.0,0,0,7.7958,0
224,1116,1,2,1,53.0,0,0,27.4458,0
225,1117,3,2,1,28.0,0,2,15.2458,0
226,1118,3,3,0,23.0,0,0,7.7958,0
227,1119,3,4,1,28.0,0,0,7.75,0
228,1120,3,3,0,40.5,0,0,15.1,0
229,1121,2,3,0,36.0,0,0,13.0,0
230,1122,2,3,0,14.0,0,0,65.0,0
231,1123,1,4,1,21.0,0,0,26.55,0
232,1124,3,3,0,21.0,1,0,6.4958,0
233,1125,3,3,0,28.0,0,0,7.8792,0
234,1126,1,3,0,39.0,1,0,71.2833,1
235,1127,3,3,0,20.0,0,0,7.8542,0
236,1128,1,3,0,64.0,1,0,75.25,3
237,1129,3,3,0,20.0,0,0,7.225,0
238,1130,2,4,1,18.0,1,1,13.0,0
239,1131,1,2,1,48.0,1,0,106.425,1
240,1132,1,2,1,55.0,0,0,27.7208,0
241,1133,2,2,1,45.0,0,2,30.0,0
242,1134,1,3,0,45.0,1,1,134.5,4
243,1135,3,3,0,28.0,0,0,7.8875,0
244,1136,3,0,0,28.0,1,2,23.45,0
245,1137,1,3,0,41.0,1,0,51.8625,3
246,1138,2,2,1,22.0,0,0,21.0,0
247,1139,2,3,0,42.0,1,1,32.5,0
248,1140,2,2,1,29.0,1,0,26.0,0
249,1141,3,2,1,28.0,1,0,14.4542,0
250,1142,2,4,1,0.92,1,2,27.75,0
251,1143,3,3,0,20.0,0,0,7.925,0
252,1144,1,3,0,27.0,1,0,136.7792,1
253,1145,3,3,0,24.0,0,0,9.325,0
254,1146,3,3,0,32.5,0,0,9.5,0
255,1147,3,3,0,28.0,0,0,7.55,0
256,1148,3,3,0,28.0,0,0,7.75,0
257,1149,3,3,0,28.0,0,0,8.05,0
258,1150,2,4,1,19.0,0,0,13.0,0
259,1151,3,3,0,21.0,0,0,7.775,0
260,1152,3,3,0,36.5,1,0,17.4,0
261,1153,3,3,0,21.0,0,0,7.8542,0
262,1154,2,2,1,29.0,0,2,23.0,0
263,1155,3,4,1,1.0,1,1,12.1833,0
264,1156,2,3,0,30.0,0,0,12.7375,0
265,1157,3,3,0,28.0,0,0,7.8958,0
266,1158,1,3,0,28.0,0,0,0.0,0
267,1159,3,3,0,28.0,0,0,7.55,0
268,1160,3,4,1,28.0,0,0,8.05,0
269,1161,3,3,0,17.0,0,0,8.6625,0
270,1162,1,3,0,46.0,0,0,75.2417,1
271,1163,3,3,0,28.0,0,0,7.75,0
272,1164,1,2,1,26.0,1,0,136.7792,1
273,1165,3,4,1,28.0,1,0,15.5,0
274,1166,3,3,0,28.0,0,0,7.225,0
275,1167,2,4,1,20.0,1,0,26.0,0
276,1168,2,3,0,28.0,0,0,10.5,0
277,1169,2,3,0,40.0,1,0,26.0,0
278,1170,2,3,0,30.0,1,0,21.0,0
279,1171,2,3,0,22.0,0,0,10.5,0
280,1172,3,4,1,23.0,0,0,8.6625,0
281,1173,3,0,0,0.75,1,1,13.775,0
282,1174,3,4,1,28.0,0,0,7.75,0
283,1175,3,4,1,9.0,1,1,15.2458,0
284,1176,3,4,1,2.0,1,1,20.2125,0
285,1177,3,3,0,36.0,0,0,7.25,0
286,1178,3,3,0,28.0,0,0,7.25,0
287,1179,1,3,0,24.0,1,0,82.2667,2
288,1180,3,3,0,28.0,0,0,7.2292,6
289,1181,3,3,0,28.0,0,0,8.05,0
290,1182,1,3,0,28.0,0,0,39.6,0
291,1183,3,4,1,30.0,0,0,6.95,0
292,1184,3,3,0,28.0,0,0,7.2292,0
293,1185,1,0,0,53.0,1,1,81.8583,5
294,1186,3,3,0,36.0,0,0,9.5,0
295,1187,3,3,0,26.0,0,0,7.8958,0
296,1188,2,4,1,1.0,1,2,41.5792,0
297,1189,3,3,0,28.0,2,0,21.6792,0
298,1190,1,3,0,30.0,0,0,45.5,0
299,1191,3,3,0,29.0,0,0,7.8542,0
300,1192,3,3,0,32.0,0,0,7.775,0
301,1193,2,3,0,28.0,0,0,15.0458,3
302,1194,2,3,0,43.0,0,1,21.0,0
303,1195,3,3,0,24.0,0,0,8.6625,0
304,1196,3,4,1,28.0,0,0,7.75,0
305,1197,1,2,1,64.0,1,1,26.55,2
306,1198,1,3,0,30.0,1,2,151.55,1
307,1199,3,0,0,0.83,0,1,9.35,0
308,1200,1,3,0,55.0,1,1,93.5,2
309,1201,3,2,1,45.0,1,0,14.1083,0
310,1202,3,3,0,18.0,0,0,8.6625,0
311,1203,3,3,0,22.0,0,0,7.225,0
312,1204,3,3,0,28.0,0,0,7.575,0
313,1205,3,4,1,37.0,0,0,7.75,0
314,1206,1,2,1,55.0,0,0,135.6333,1
315,1207,3,4,1,17.0,0,0,7.7333,0
316,1208,1,3,0,57.0,1,0,146.5208,2
317,1209,2,3,0,19.0,0,0,10.5,0
318,1210,3,3,0,27.0,0,0,7.8542,0
319,1211,2,3,0,22.0,2,0,31.5,0
320,1212,3,3,0,26.0,0,0,7.775,0
321,1213,3,3,0,25.0,0,0,7.2292,6
322,1214,2,3,0,26.0,0,0,13.0,6
323,1215,1,3,0,33.0,0,0,26.55,0
324,1216,1,4,1,39.0,0,0,211.3375,0
325,1217,3,3,0,23.0,0,0,7.05,0
326,1218,2,4,1,12.0,2,1,39.0,6
327,1219,1,3,0,46.0,0,0,79.2,0
328,1220,2,3,0,29.0,1,0,26.0,0
329,1221,2,3,0,21.0,0,0,13.0,0
330,1222,2,2,1,48.0,0,2,36.75,0
331,1223,1,3,0,39.0,0,0,29.7,5
332,1224,3,3,0,28.0,0,0,7.225,0
333,1225,3,2,1,19.0,1,1,15.7417,0
334,1226,3,3,0,27.0,0,0,7.8958,0
335,1227,1,3,0,30.0,0,0,26.0,1
336,1228,2,3,0,32.0,0,0,13.0,0
337,1229,3,3,0,39.0,0,2,7.2292,0
338,1230,2,3,0,25.0,0,0,31.5,0
339,1231,3,0,0,28.0,0,0,7.2292,0
340,1232,2,3,0,18.0,0,0,10.5,0
341,1233,3,3,0,32.0,0,0,7.5792,0
342,1234,3,3,0,28.0,1,9,69.55,0
343,1235,1,2,1,58.0,0,1,512.3292,2
344,1236,3,0,0,28.0,1,1,14.5,0
345,1237,3,4,1,16.0,0,0,7.65,0
346,1238,2,3,0,26.0,0,0,13.0,0
347,1239,3,2,1,38.0,0,0,7.2292,0
348,1240,2,3,0,24.0,0,0,13.5,0
349,1241,2,4,1,31.0,0,0,21.0,0
350,1242,1,2,1,45.0,0,1,63.3583,3
351,1243,2,3,0,25.0,0,0,10.5,0
352,1244,2,3,0,18.0,0,0,73.5,0
353,1245,2,3,0,49.0,1,2,65.0,0
354,1246,3,4,1,0.17,1,2,20.575,0
355,1247,1,3,0,50.0,0,0,26.0,4
356,1248,1,2,1,59.0,2,0,51.4792,1
357,1249,3,3,0,28.0,0,0,7.8792,0
358,1250,3,3,0,28.0,0,0,7.75,0
359,1251,3,2,1,30.0,1,0,15.55,0
360,1252,3,0,0,14.5,8,2,69.55,0
361,1253,2,2,1,24.0,1,1,37.0042,0
362,1254,2,2,1,31.0,0,0,21.0,0
363,1255,3,3,0,27.0,0,0,8.6625,0
364,1256,1,2,1,25.0,1,0,55.4417,4
365,1257,3,2,1,28.0,1,9,69.55,0
366,1258,3,3,0,28.0,1,0,14.4583,0
367,1259,3,4,1,22.0,0,0,39.6875,0
368,1260,1,2,1,45.0,0,1,59.4,0
369,1261,2,3,0,29.0,0,0,13.8583,0
370,1262,2,3,0,21.0,1,0,11.5,0
371,1263,1,4,1,31.0,0,0,134.5,4
372,1264,1,3,0,49.0,0,0,0.0,2
373,1265,2,3,0,44.0,0,0,13.0,0
374,1266,1,2,1,54.0,1,1,81.8583,5
375,1267,1,4,1,45.0,0,0,262.375,0
376,1268,3,4,1,22.0,2,0,8.6625,0
377,1269,2,3,0,21.0,0,0,11.5,0
378,1270,1,3,0,55.0,0,0,50.0,1
379,1271,3,0,0,5.0,4,2,31.3875,0
380,1272,3,3,0,28.0,0,0,7.75,0
381,1273,3,3,0,26.0,0,0,7.8792,0
382,1274,3,2,1,28.0,0,0,14.5,0
383,1275,3,2,1,19.0,1,0,16.1,0
384,1276,2,3,0,28.0,0,0,12.875,0
385,1277,2,4,1,24.0,1,2,65.0,0
386,1278,3,3,0,24.0,0,0,7.775,0
387,1279,2,3,0,57.0,0,0,13.0,0
388,1280,3,3,0,21.0,0,0,7.75,0
389,1281,3,0,0,6.0,3,1,21.075,0
390,1282,1,3,0,23.0,0,0,93.5,2
391,1283,1,2,1,51.0,0,1,39.4,3
392,1284,3,0,0,13.0,0,2,20.25,0
393,1285,2,3,0,47.0,0,0,10.5,0
394,1286,3,3,0,29.0,3,1,22.025,0
395,1287,1,2,1,18.0,1,0,60.0,1
396,1288,3,3,0,24.0,0,0,7.25,0
397,1289,1,2,1,48.0,1,1,79.2,2
398,1290,3,3,0,22.0,0,0,7.775,0
399,1291,3,3,0,31.0,0,0,7.7333,0
400,1292,1,4,1,30.0,0,0,164.8667,1
401,1293,2,3,0,38.0,1,0,21.0,0
402,1294,1,4,1,22.0,0,1,59.4,0
403,1295,1,3,0,17.0,0,0,47.1,0
404,1296,1,3,0,43.0,1,0,27.7208,3
405,1297,2,3,0,20.0,0,0,13.8625,3
406,1298,2,3,0,23.0,1,0,10.5,0
407,1299,1,3,0,50.0,1,1,211.5,1
408,1300,3,4,1,28.0,0,0,7.7208,0
409,1301,3,4,1,3.0,1,1,13.775,0
410,1302,3,4,1,28.0,0,0,7.75,0
411,1303,1,2,1,37.0,1,0,90.0,1
412,1304,3,4,1,28.0,0,0,7.775,0
413,1305,3,3,0,28.0,0,0,8.05,0
414,1306,1,1,1,39.0,0,0,108.9,1
415,1307,3,3,0,38.5,0,0,7.25,0
416,1308,3,3,0,28.0,0,0,8.05,0
417,1309,3,0,0,28.0,1,1,22.3583,0
